listing_url,name,ratings,bedroom,bed,bathroom
https://www.airbnb.com/rooms/915152518382882111,Home in Sumida City ,5,,7,
https://www.airbnb.com/rooms/922301325979033941,Hotel in Taito City ,5,,7,
https://www.airbnb.com/rooms/947433616806700473,Rental unit in Toshima City ,5,,7,
https://www.airbnb.com/rooms/975048807660465000,Home in Katsushika City ,5,,7,
https://www.airbnb.com/rooms/979237078479288500,Home in Nakano City ,5,,7,
https://www.airbnb.com/rooms/1001769743121888974,Townhouse in Shinjuku City ,5,,7,
https://www.airbnb.com/rooms/1011177332004179043,Rental unit in Taito City ,5,,7,
https://www.airbnb.com/rooms/1017633047527432210,Home in Meguro City ,5,,7,
https://www.airbnb.com/rooms/27644343,Hostel in Shinjuku-ku ,0,,7,
https://www.airbnb.com/rooms/36900368,Hotel in Shinjuku City ,0,,7,
https://www.airbnb.com/rooms/885201627004143754,Home in Edogawa City ,,,7,
https://www.airbnb.com/rooms/980130584381656347,Hut in Kita City ,,,7,
https://www.airbnb.com/rooms/972810081090648553,Rental unit in Sumida City ,0,,7,
https://www.airbnb.com/rooms/41014587,Hotel in Taito City ,4.67,,,6.5
https://www.airbnb.com/rooms/48570820,Hostel in Toshima City ,5,,,6
